,input,actual,predicted
1351,"1(asz) 2(barig) 4(ban2) 6(disz) sila3 i3-szah2 gur
","1 gur 2 barig 4 ban2 6 sila3 of lard 
","1 gur 2 barig 4 ban2 6 sila3 lard
"
1352,"lugal kal-ga
","strong king
","strong king
"
1353,"iri dingir-bi ba-da-gur sipa-bi ba-da-an-tak4
","The citys patron god turned against it and its shepherd abandoned it 
","The god of the city turned away its shepherd vanished
"
1354,"gesz-bur2-e asz-me sag-ga2-ni urin ...-ni-in-DU-DU
","The gebur ornament and the sun disk of its fronthis head a guardstandard  there 
","So that the upper lintel and negligence in his hand
"
1355,"{d}nansze-GIR2@g-gal maszkim
","NaneGIRgal responsible official 
","NaneGIRgal was enforcer
"
1356,"alan sukud-da dim2-ma ad gi4-gi4 in-tuku
","One tall of stature who has obtained discernment and counsel 
","With the life of all the lands he married
"
1357,"{d}inanna-ra
","For Inanna 
","to Inanna
"
1358,"e2-sikil-la e2 ku3-ga na-nam lu2 mud nu-mu-un-ku4-re
","The Esikil is a holy house No one polluted with blood should enter it
","in the house Esikil the pure ritual is used to be forgotten
"
1359,"... x-gar
","The lord also made manifest an ancient thing 
","the beloved
"
1360,"lugal kal-ga
","strong king
","strong king
"
1361,"lagasz{ki}-ka-sze3
","of Laga 
","of Laga
"
1362,"lu2 e2 {d}hendur-sag-ka du3-a
","Upon the standard 
","the man who built the temple of endursag
"
1363,"{d}lahar tak4 {d}asznan e3-a
","Lahar is the quitter Ezina is the one who emerged victorious 
","In the lahar and Anan
"
1364,"nam-ti-mu-sze3
","for my life 
","for my life
"
1365,"{d}en-lil2
","For Enlil 
","For Enlil
"
1366,"{d}szul-gi
","ulgi 
","ulgi
"
1367,"lu2 a2 nig2-hul-dim2-ma
","A person who a wicked command
","A person who an evil order
"
1368,"... x mi2 zi-de3-gin7
"," like one treating well 
","Do not denigrate your colleagues
"
1369,"iti munu4-gu7-ta
","from month Malt feast 
","from month Malt feast
"
1370,"iti ezem-an-na
","month Festival of An 
","month Festival of An
"
1371,"ma2 giri17-zal-la ma2 dara3 abzu a-e ba-da-ri sa6 ... amasz-bi kar bi2-ib2-kar ...
","The delightful boat Wild goat of the abzuthe waters have receded from it  its sheepfold  the wharf 
","The boat that is remote in its being
"
1372,"mu mah SZESZ kal za3-e3 ...
","The supreme name of  foremost one  
","Do not lay down at the great name of Inab
"
1373,"gab2-ra2 lu2 mar-sa
","herding assistants harbor workers 
","Draw near man to the shipyard people
"
1374,"gesz szu-na mu-un-dab5 unu{ki}-sze3 ba-ni-in-ku4-re
","and took the tree and into Unug 
","and took it taken care of Uruk
"
1375,"sukkal-mah
","the sukkalma
","sukkalma
"
1376,"bi2-in-ku4
","he had it brought in
","Enlil
"
1377,"nin ku3 nun-na
","Ninkununa 
","Ninkununa
"
1378,"sipa szah2
","swineherd 
","herdsman of pig
"
1379,"{d}ha-ia3 dingir kalam-ma ga-ti-e ki ag2 nun {d}ri-im-{d}suen-e a2 bad tal2-ni he2-me-en
","Haya god of the land who loves the will to livethe exvoto offering your shall be his one who extends open arms in protection 
","Haya god of the land who loves the will to livethe exvoto offering your shall be his one who extends open arms in protection
"
1380,"{gesz}dur2-gar lu2 mu-na-gub-a-ni
","May his throne which people had set up for him 
","It was the one that broadens it the whereabouts of her child
"
1381,"i3-na-la2-e
","he shall pay
","he shall pay him
"
1382,"szu ba-ti
","receive 
","received
"
1383,"{d}szul-gi-iri-mu sukkal
","ulgiirimu courrier
","ulgiirimu
"
1384,"... x sze
","are here 
","barley
"
1385,"ur-sag kal-ga
","the mighty warrior
","the mighty warrior
"
1386,"...-du10-ga-ta
","After beer was drunk and kurun liquor was enjoyed 
","apple
"
1387,"{d}i-bi2-{d}suen
","IbbiSuen 
","IbbiSuen
"
1388,"la2-ia3 2/3(disz) ma-na 7(disz) 1/2(disz) gin2 1(u) 7(disz) sze ku3
","the deficit 23 mana 7 12 shekels 17 grains silver 
","deficit 23 mana 7 12 shekels 17 grains silver
"
1389,"mu e2 {d}szara2 ba-du3
","year The house of ara was erected uSuen 9 
","xxx
"
1390,"ARAD2 su-mu-el3
","servant of SmEl 
","servant of SmEl
"
1391,"ha-mu-na-tu-ru-ne2-sza-am3
","may they become ill for him
","apple
"
1392,"dingir-ra-ka
","Dingira 
","Dingira
"
1393,"3(disz) gin2 i3 2(disz) gin2 naga
","3 shekels oil 2 shekels alkali 
","3 shekels oil 2 shekels alkaliplant
"
1394,"szunigin 1/2(disz) ma-na n gin2 ku3-babbar
","total 12 mana 2 shekels silver 
","total 12 mana n shekels silver
"
1395,"1(gesz2) sila3-am3 he2-ni-ge-en
","and as 6 sila3 I standardized it
","and as 6 sila3 I standardized it
"
1396,"{gesz}gilim an-na
","upper foliage 
","a type of foliage
"
1397,"dumu gu-ni-DU
","son of GuniDU 
","son of GuniDU
"
1398,"ama-mu ma-mu-mu ga-na-de6
","Let me bring my dream to my mother 
","Let me bring my dream to her to my mother
"
1399,"masz2 giggi nesag en-na-ta
","With a black kid and the nesag offering of the lord 
","The black headed that had fallen away from the path
"
1400,"gu2 an-da-an-bar-esz-a
","which had acted hostile to him
","to make the bank of the Euphrates
"
1401,"{na4}za-gin3 in-tuku
","The one who has possessed lapis 
","lapis lazuli
"
1402,"lugal uri5{ki}
","the king of Ur 
","king of Ur
"
1403,"n ...
","it has  
","it has
"
1404,"ki-a tak4-a-ba
","that were left there 
","So that the warehouses would be provisioned
"
1405,"sipa na-gab2-tum
","shepherds of nagabtum 
","herdsman of the Nakabtum
"
1406,"{gesz}szinig {gesz}szeg9-AN u3-du2-da-ta
","while with brooms of tamarisk and 
","So that the warehouses would be provisioned
"
1407,"3(disz) udu u2
","3 sheep grassfed 
","3 sheep grassfed
"
1408,"an-ur2 an-pa nin gal-bi-im
","Who is the great queen of the horizon and zenith ie the whole of heaven 
","In the horizon
"
1409,"e2 iri ku3-ga-ka-ni
","her temple of the Holy City 
","her temple of the Holy City
"
1410,"szunigin 2(gesz2) 4(u) 1(barig) 5(ban2) gur
","total 16 gur 1 barig 5 ban2
","total 12 gur 1 barig 5 ban2
"
1411,"szu ba-ti
","receive 
","received
"
1412,"{d}inanna-ke4
","of Inanna
","by Inanna
"
1413,"ga-kad4{muszen}
","the gakad bird
","apple
"
1414,"... x im-mi-du3
"," I built there 
","and I rebuilt them in a grand fashion
"
1415,"lugal kal-ga
","strong king 
","strong king
"
1416,"sig-ta igi-nim-sze3 ...
","and from the south to the uplands  
","from the south as far as the highlands did Enlil
"
1417,"gesz-gi4-...
","It is the gegigal response 
","apple
"
1418,"2(u) gesz-gid2-da la2-a
","2 punting poles the deficit 
","2 punting pole deficit
"
1419,"szir3 du11-du11 unu{ki}-ga imin-me-esz
","The song performers of Unug are seven 
","song of the cargo boat
"
1420,"ur-{d}lamma-ra gesz2-da-am3 x ...
","Forthat of UrLamma  is sixty  
","The malevolentdestructive fox
"
1421,"nam-ti
","for the life of
","for the life
"
1422,"{d}en-lil2-la
","To Enlil 
","to Enlil
"
1423,"1(disz) ad-da 1(asz) 2(barig) gur
","1 Adda 1 gur 2 barig 
","1 Adda 2 gur 2 barig
"
1424,"x x x-a{ki}-ta
","From  
","So that the warehouses would be provisioned
"
1425,"mu gu-un-da lu2 hu-ur5-ti{ki}-sze3
","on account of Gunda the Hurtian 
","So that the warehouses would be provisioned
"
1426,"ab-ba-gi-na u3 szesz-a-ni
","Abbagina and eani 
","Abbagina eani
"
1427,"su-la2 LAK264
","dried cut of fallow deer 
","dried cut of a fallow deer
"
1428,"mu-na-gub
","he had it set up 
","he set it this door socket up
"
1429,"sze gesz-e3-a-bi
","its threshed barley 
","debt grain
"
1430,"lugal ki-en-gi ki-uri
","and king of Sumer and Akkad 
","and king of Sumer and Akkad
"
1431,"tir ki-sur-ra adab{ki} i3-dab5
","the KisuraofAdabwoods took in charge 
","the Borderwoods took in charge
"
1432,"ukken-e nu-silig dugud-bi muru9-gin7 ugu-gu10 ...
","In the assemblythe assembly unceasingly heavily like a rain cloud rains my sins upon me 
","The measuring rod the bull that occupies the horizon
"
1433,"1(barig) 1(ban2) 5(disz) sila3 ga-UD@g
","1 barig 1 ban2 5 sila3 kak cheese 
","1 barig 1 ban2 5 sila3 kak cheese
"
1434,"pisan-dub-ba
","Basketoftablets  
","Basketoftablets
"
1435,"kiszib3 dab-ba
","sealed documents  
","sealed documents of dab
"
1436,"u3-mu-un {d}am-an-ki uru2-zu uru2-ze2-eb gul-la a-ba-a igi mu-ni-in-du8
","Lord Enki who has seen a destruction like that of your city Eridu 
","Enki who has ever seen such a destruction as that of your city Eridu
"
1437,"... x-ga2-ga2
","Their lament was the lament of the parents of Enlil 
","In order to admiresee the grain goddess Ezina of lordship
"
1438,"ARAD2-zu
","is your servant 
","is your servant
"
1439,"b. 1(disz) ninda 3(disz) kusz3
","1 ninda 3 cubits
","1 ninda 3 cubits
"
1440,"x du11-ga a-a-ni-ta
"," through her father 
","So that the warehouses would be provisioned
"
1441,"sze-bi 1(u) 8(asz) 4(barig) 3(ban2) 6(disz) sila3 gur
","its barley 18 gur 4 barig 3 ban2 6 sila3
","its barley 18 gur 4 barig 3 ban2 6 sila3
"
1442,"i3-gal2
","xxx 
","xxx
"
1443,"{d}la-qi2-bu-um
","One Urgepar  
","apple
"
1444,"4(u) la2 3(asz) ur-{d}nin-pirig
","37 for UrNinpirig
","4 less 3 kequids
"
1445,"iti e2-iti-6(disz)-ta
","from the month Housemonth6 
","xxx
"
1446,"5(disz) gurusz ugula lugal-mu-ma-ag2
","5 male laborers overseer Lugalmumag 
","5 male laborers foreman Lugalmumag
"
1447,"AN gir2 |NAGAxDISZ|
"," knife for cutting potash 
","knife for cutting potash
"
1448,"2(disz) u8
","2 ewes 
","2 ewes
"
1449,"3(disz) x {d}x-x
","3  for  
","3 mana wool for
"
1450,"lu2 sze lugal-mu in-nu
","That man is not my king 
","to the man who my master
"
1451,"... e NE ...
"," without you Utu no king is 
","eyesmoke
"
1452,"... nin-u6-e
"," for Ninue 
","In order to admiresee the grain goddess Ezina of lordship
"
1453,"kin2 sa6-ga ugunu tag-ga-gu10-sze3
","Beautiful work occurred on behalf of my adornment 
","The good one moved about
"
1454,"en ki-ag2
","beloved en priest 
","and beloved enpriest
"
1455,"1(bur3) 2(iku)
","1 bur3 2 iku 
","1 bur3 2 iku 2 iku surface
"
1456,"{d}szul-gi
","ulgi 
","ulgi
"
1457,"...-x KA mu-e-da-ra-ah mi-x-ib2-sar-sar-re-ne
","You may be able to croakchew when you stand in the plain but they will chase you away 
","So that the warehouses would be provisioned
"
1458,"e2-esz3-me-dagal-la
","the Eemedagala
","apple
"
1459,"iti min3-esz3
","month mine 
","month mine
"
1460,"sig4 zi e2-ninnu ga-nam-me-am3
","that is surely the righteous brick of Eninnu 
","it is the righteous brickwork of Eninnu
"
1461,"igi musz-husz igi lu2-ulu3 musz-husz
","The dragonface is the dragonface of a man 
","The dragonface is the dragonface of a man
"
1462,"{d}nin-hur-sag-ra
","Ninursaga 
","and Ninursaga
"
1463,"... {d}{+asz}asz7-gi4-gin7 rib-... szi-in-...
","Has any mother given birth to anything as surpassing as its hero Agi 
","So that the warehouses would be provisioned
"
1464,"kur-ta e4-da
","from the mountain descended
","from the mountain descended
"
1465,"men ku3-ga gal-bi tum2-ma
","most suited for the holy crown 
","who did not suitable for goodness
"
1466,"6(gesz2) 4(u) 6(asz) ninda
","and 46 loaves of bread 
","44 ninda length
"
1467,"... ki ag2 di i3-ku5-de3 ... ma-an-du11 ...
","The one who renders judgements in the Eanna the house beloved by An I will not let you go she said to me  
","will issue the judgments of the judgments of heaven and earth
"
1468,"ur-{d}isztaran
","for UrItaran 
","xxx
"
1469,"{u2}...-dehi3
","a thorny weed
","apple
"
1470,"1(disz) amar gu4 ga
","1 suckling bull calf 
","1 suckling bull calf
"
1471,"szu ba-ti
","received 
","received
"
1472,"dumu tu-da
","son born 
","son begotten
"
1473,"ur-{d}nansze dumu lu2-du10-ga
","UrNane son of Luduga 
","UrNane son of Luduga
"
1474,"lu2-kal-la ka-guru7
","Lukalla chief of the silo 
","xxx
"
1475,"lugal ki-en-gi ki-uri-ke4
","the king of Sumer and Akkad 
","and king of Sumer and Akkad
"
1476,"ki {d}utu-gin7 dalla-a-ga2
","place of my sunlike shining 
","Like the place that lets loose his nose in heaven
"
1477,"{gesz}apin-zu gu ha-...
","Your plow should be markedaligned 
","The owner that grinds down
"
1478,"sar-ra-bi ...
","Its  
","The written document of this case
"
1479,"i3-gal2
","are here 
","xxx
"
1480,"a2-bi u4 2(szar2) 1(gesz'u) gurusz u4 1(disz)-sze3
","its labor 78 male laborer workdays 
","its labor 84 workdays male laborers
"
1481,"ug3-bi a tul2-la2 de2-a-gin7 szu i3-nigin2-nigin2-ne
","Its people rushed around like water being poured from a well 
","Its people littered its outskirts just as if they might have been forgotten
"
1482,"4(disz@v)
","Princely son emerged from the pure  spending time  his horn  
","Subtotal 44 lines
"
1483,"1(disz) hal-pi-a |LAL2x(URUxMIN)| = %a hal-pi-u2-um
","62 lines in this column
","1 pot ca 1 liters of disappearance in the garden
"
1484,"lu2 e2 {d}nin-gesz-zi-da
","the man by whom the temple of Ningezida 
","the man by whom the temple of Ningezida
"
1485,"nu-banda3 nig2-{d}ba-ba6
","overseer NigBaba 
","xxx
"
1486,"1(disz) ... |LAGABxU| = %a is-su-u2
","62 lines in this column
","62 lines in this column
"
1487,"2(disz) udu
","2 rams 
","2 sheep
"
1488,"lugal uri2{ki}-ma
","king of Ur
","king of Ur
"
1489,"lagasz{ki}-ke4
","of Laga 
","of Laga
"
1490,"sze i3 siki udu ...-x-x-...
","They have givenbrought barley oilbutter and sheep wool 
","barley oil presser
"
1491,"szeg12 lag-bi ha-...
","Its bricklike clods should be collected for you 
","As for the bricks they were given
"
1492,"1(disz) sila3 sze-gesz-i3 ...
","1 sila3 sesame oil  
","1 sila3 sesame oil
"
1493,"nindaba ...
","nindaba offering  
","nindaba offering
"
1494,"mu en kar-zi-da
","year Lord of Karzida 
","xxx
"
1495,"1(disz) kikken {d}szara2-za-me
","1 millstone of black basalt for arazame 
","1 millstone of black basalt for Akadani
"
1496,"esz3 uri2{ki} sza3-zu kur he2-gal2 bar-zu hur-sag he-nun-na
","Shrine Ur your interior is a mountain of abundance your exterior a hill of plenty 
","Shrine Urim your interior is a mountain of abundance your exterior a hill of plenty
"
1497,"lugal an-ub-da limmu2-ba
","king of the four corners 
","king of the four corners
"
1498,"iri{ki} an-ki-a
","City your name is surpassing in the universe 
","the city of heaven and earth
"
1499,"pisan-dub-ba
","Basketoftablets 
","Basketoftablets
"
1500,"i3-gal2
","are here 
","xxx
"
1501,"sa2-du11 {d}nin-lil2-la2
","regular offerings to Ninlil 
","regular offerings of Ninlil
"
1502,"ensi2
","ruler 
","ruler
"
1503,"ur-{d}namma ki ...
","UrNamma  
","UrNamma
"
1504,"3(disz) ku6 3(disz) sa szum2
","3 fish 3 bundles of garlic 
","3 fish 3 bundles onions
"
1505,"gidlam2-a-ni-ir
","who to her spouse 
","apple
"
1506,"dub-sar
","scribe 
","scribe
"
1507,"ga-ar3-bi 3(ban2)
","their kak cheese 3 ban2 
","their kak cheese 3 ban2
"
1508,"umma{ki}-ta kam-sal4-la{ki}-sze3 ma2 gid2-da ma2 diri-ga
","from Umma to Kamsala barge punted barge floated 
","out of Umma barge punted floated
"
1509,"sze gesz ra-ra
","xxx 
","xxx
"
1510,"u4 gig-ga kalam-ma ba-e-zal-la re
","the malicious storm which swept over the Land 
","The bitter storm will be seen by
"
1511,"gu4-suhub2
","xxx 
","xxx
"
1512,"iti ezem-{d}szul-gi-ta
","from month Festival of ulgi
","from month Festival of ulgi
"
1513,"1(asz) gu2 zi3-gu ugula-gesz2-da
","1 talent peaflour for the officerofsixty 
","1 talent peaflour for the prince
"
1514,"... x-bi
","and its  
","pure
"
1515,"tukum-bi
","If
","If
"
1516,"gala-mah
","the chief lamentation singer 
","and the chief smith
"
1517,"e2-PA e2-ub-imin
","and the PAhouse the sevencorner house 
","the PAhouse the sevencorner house
"
1518,"adkinx(SZESZ2) gu4
","salted meat of an ox 
","salted meat of a ox
"
1519,"u-bar-um
","for Ubarum 
","apple
"
1520,"sila4 nim
","lamb born in the early season 
","lamb of the dust fly
"
1521,"{d}nisaba nin ki-umun2-ma nam-mah-a-ni bi2-in-du11
","Nisaba lady of the place of wisdom his greatness proclaimed 
","You will praise Nisaba the lady of his spouse
"
1522,"{d}ba-ba6
","For Baba 
","For Baba
"
1523,"ug3 gu2 {i7}dur-ul3
","that the people who on the banks of the Durul
","So that the people lets loose his head
"
1524,"geszkim sa6-ga {d}nanna-ta
","through the favorable lunar signs of Nanna 
","but the signs of Nanna
"
1525,"tir hur-sag-ga2 ... mu-ni-in-...
","Father Enki uttered a lament for himself  
","and have been made to tremble
"
1526,"igi-na ba-ni-gar
","onto her eyes put 
","he set up there
"
1527,"{gesz}u3-szub
","brick mold 
","a brick mold
"
1528,"ur-szub5
","tiger 
","jackal
"
1529,"dumu-munus ha-ba-an-nu-um
","daughter of Habannum 
","daughter of the evildoers
"
1530,"gesz-gi4-gal2-bi-im
","Its gigigal 
","Its gigigal
"
1531,"e2-ninnu-sze3 mu-il2
","he raised to Eninnu 
","raised up
"
1532,"u4-da-ta ki-umun2-ma lu2 du14 na-an-ak-e
","From today onward no one quarrels in the place of learning 
","Because of the place of learning that your mother does not abandon you
"
1533,"lu2-a2-|TAK4+LAK283a|
","3 onetalent stones weights with wooden pegs  
","apple
"
1534,"i7 mah ni2 gal2-...
","Supreme river possessing an aura and giving the land gooseflesh 
","The river like a supreme path towards the Abzu
"
1535,"... n 1/2(disz) sila3 i3-nun
"," 12 sila3 butter oil 
","n 12 sila3 ghee
"
1536,"uzu szakanka
","meat of the market 
","marketplace
"
1537,"giri3 ur-{d}nun-gal
","via UrNungal
","via UrNungal
"
1538,"sze-er-zi an-na-ka i3-ti-gin7 e3-a
","rising in heavenly brilliance like the moon 
","In order to change the brilliance of heaven
"
1539,"esz3 e2-ninnu-a
","In the Eninnu sanctuary
","and in the Eninnu temple
"
1540,"3(disz) gin2 i3 2(disz) gin2 naga
","3 shekels oil 2 shekels alkaliplant 
","3 shekels oil 2 shekels alkaliplant
"
1541,"lugal uri5{ki}-ma
","king of Ur 
","king of Ur
"
1542,"ud-ba iri-a iri-a ezen gu3 bi2-ib-ra
","At that time a festival was announced in the city
","At that time a city was immune to incantations said to me
"
1543,"szu ba-ti
","received 
","received
"
1544,"gir-gir gilim-ma-ni ugu-ni-sze3 lu2 im-...
","When she bent down the man  above her 
","So that the upper short side
"
1545,"pu-usz{ki} ...
","Pu  
","to make
"
1546,"... mu-na-dim2
","I fashioned the cauldron for himher
","he fashioned for him
"
1547,"a-sal-bar-bi ku3-sig17 {na4}za-gin3-na u3-gun3 du11-ga-a-bi
","Its asalbar feature the one that was overlaid with gold and lapis  
","1 ms adds 1 line Its architrave gold and lapis lazuli
"
1548,"2(disz)-kam-ma-sze3 pu-uh2-rum ki sag-ki ba-da-ab-gal2-la
","A second time when the council had settled itself in the preeminent place 
","A 2nd time that lets loose his hand
"
1549,"a-anzu2{muszen}
","of Aanzu 
","apple
"
1550,"mu ma2 {d}en-ki ba-ab-du8
","year The boat of Enki was caulked 
","year The boat of Enki was caulked
"
1551,"... ansze-nitah gu2 nun du11-du11
"," donkeys that bray loudly  
","The hand that used with only being a lot
"
